Date,Open,High,Low,Close,Adj Close,Volume,Moving Average,Daily Return GOOG,Trends
2022-03-30,142.8699951171875,143.48049926757812,142.16799926757812,142.64450073242188,142.64450073242188,21046000,142.1355987548828,-0.605499267578125,negative
2022-03-31,142.44850158691406,142.64450073242188,139.61900329589844,139.64950561523438,139.64950561523438,29516000,141.8031005859375,-2.9949951171875,negative
2022-04-01,140.00999450683594,140.9499969482422,138.7969970703125,140.6999969482422,140.6999969482422,23480000,141.63880004882813,1.0504913330078125,low
2022-04-04,140.82449340820312,144.0437469482422,140.82449340820312,143.6425018310547,143.6425018310547,19076000,141.97730102539063,2.9425048828125,low
2022-04-05,143.39950561523438,143.58999633789062,140.94349670410156,141.06300354003906,141.06300354003906,19256000,141.53990173339844,-2.579498291015625,negative
2022-04-06,139.1614990234375,139.84849548339844,136.41810607910156,137.17599487304688,137.17599487304688,23574000,140.44620056152343,-3.8870086669921875,negative
2022-04-07,136.6179962158203,137.70150756835938,134.8572540283203,136.46499633789062,136.46499633789062,19448000,139.80929870605468,-0.71099853515625,negative
2022-04-08,136.25,136.25,133.75250244140625,134.010498046875,134.010498046875,16434000,138.47139892578124,-2.454498291015625,negative
2022-04-11,132.89999389648438,132.93919372558594,129.61749267578125,129.79649353027344,129.79649353027344,24188000,135.702197265625,-4.2140045166015625,negative
2022-04-12,132.42349243164062,132.42349243164062,127.57599639892578,128.37449645996094,128.37449645996094,23004000,133.16449584960938,-1.4219970703125,negative
2022-04-13,128.62649536132812,130.65574645996094,128.4385986328125,130.28599548339844,130.28599548339844,19542000,131.7864959716797,1.9114990234375,low
2022-04-14,130.64950561523438,130.7102508544922,127.11150360107422,127.25299835205078,127.25299835205078,23484000,129.94409637451173,-3.0329971313476562,negative
2022-04-18,127.41000366210938,128.71200561523438,126.57845306396484,127.96099853515625,127.96099853515625,14918000,128.73419647216798,0.7080001831054688,low
2022-04-19,128.07699584960938,130.90374755859375,127.45149993896484,130.531005859375,130.531005859375,22720000,128.88109893798827,2.57000732421875,low
2022-04-20,131.28399658203125,131.92349243164062,127.89405059814453,128.24549865722656,128.24549865722656,22610000,128.8552993774414,-2.2855072021484375,negative
2022-04-21,129.35000610351562,130.3074951171875,124.6500015258789,124.9375,124.9375,30158000,127.78560028076171,-3.3079986572265625,negative
2022-04-22,125.0,125.4520034790039,119.1405029296875,119.61399841308594,119.61399841308594,46410000,126.25780029296875,-5.3235015869140625,negative
2022-04-25,119.42949676513672,123.27799987792969,118.76924896240234,123.25,123.25,34522000,125.3156005859375,3.6360015869140625,moderate
2022-04-26,122.75,122.75,119.16184997558594,119.50599670410156,119.50599670410156,49394000,123.11059875488282,-3.7440032958984375,negative
2022-04-27,114.37300109863281,117.5,113.12425231933594,115.02050018310547,115.02050018310547,62238000,120.4655990600586,-4.485496520996094,negative
2022-04-28,117.11499786376953,120.4384994506836,115.1438980102539,119.4114990234375,119.4114990234375,36790000,119.36039886474609,4.390998840332031,moderate
2022-04-29,117.5780029296875,118.95999908447266,114.69400024414062,114.96649932861328,114.96649932861328,33694000,118.43089904785157,-4.444999694824219,negative
2022-05-02,113.90650177001953,117.3395004272461,113.39949798583984,117.15699768066406,117.15699768066406,30280000,117.21229858398438,2.1904983520507812,low
2022-05-03,116.76499938964844,119.30000305175781,116.62699890136719,118.12950134277344,118.12950134277344,21216000,116.93699951171875,0.972503662109375,low
2022-05-04,118.00350189208984,123.14299774169922,115.7385025024414,122.57499694824219,122.57499694824219,33232000,118.4478988647461,4.44549560546875,moderate
2022-05-05,120.22049713134766,121.2332534790039,115.18250274658203,116.74649810791016,116.74649810791016,43090000,117.91489868164062,-5.828498840332031,negative
2022-05-06,115.51899719238281,117.49849700927734,114.14299774169922,115.66000366210938,115.66000366210938,35310000,118.05359954833985,-1.0864944458007812,negative
2022-05-09,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,113.08399963378906,34520000,117.23899993896484,-2.5760040283203125,negative
2022-05-10,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,114.58450317382812,31158000,116.53000030517578,1.5005035400390625,low
2022-05-11,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515625,113.96099853515625,36502000,114.8072006225586,-0.623504638671875,negative
2022-05-12,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279297,113.16100311279297,41464000,114.09010162353516,-0.7999954223632812,negative
2022-05-13,114.84549713134766,118.08499908447266,114.0,116.5155029296875,116.5155029296875,29738000,114.26120147705078,3.3544998168945312,moderate
2022-05-16,115.38400268554688,116.60749816894531,114.33499908447266,114.7925033569336,114.7925033569336,23282000,114.60290222167968,-1.7229995727539062,negative
2022-05-17,117.22750091552734,117.22750091552734,115.3375015258789,116.70149993896484,116.70149993896484,21576000,115.02630157470703,1.90899658203125,low
2022-05-18,115.23750305175781,115.69564819335938,112.14199829101562,112.4010009765625,112.4010009765625,27982000,114.71430206298828,-4.300498962402344,negative
2022-05-19,111.84100341796875,113.5875015258789,110.46800231933594,110.74549865722656,110.74549865722656,29192000,114.231201171875,-1.6555023193359375,negative
2022-05-20,112.08550262451172,112.55000305175781,106.37300109863281,109.31300354003906,109.31300354003906,37586000,112.79070129394532,-1.4324951171875,negative
2022-05-23,110.10399627685547,112.00550079345703,109.15425109863281,111.66649627685547,111.66649627685547,31558000,112.16549987792969,2.3534927368164062,low
2022-05-24,106.37750244140625,106.3949966430664,102.20800018310547,105.9260025024414,105.9260025024414,60386000,110.010400390625,-5.7404937744140625,negative
2022-05-25,105.14199829101562,106.5447006225586,104.21125030517578,105.8395004272461,105.8395004272461,37900000,108.69810028076172,-0.0865020751953125,negative
2022-05-26,106.05049896240234,108.95525360107422,105.48799896240234,108.2959976196289,108.2959976196289,30288000,108.20820007324218,2.4564971923828125,low
2022-05-27,109.78849792480469,112.86799621582031,109.55000305175781,112.79900360107422,112.79900360107422,29924000,108.90540008544922,4.5030059814453125,moderate
2022-05-31,113.0790023803711,116.43350219726562,112.57250213623047,114.03900146484375,114.03900146484375,51302000,109.37990112304688,1.2399978637695312,low
2022-06-01,114.93150329589844,117.39900207519531,113.55049896240234,114.13700103759766,114.13700103759766,28630000,111.02210083007813,0.09799957275390625,low
2022-06-02,114.18800354003906,117.89800262451172,113.30799865722656,117.74600219726562,117.74600219726562,27472000,113.40340118408203,3.6090011596679688,moderate
2022-06-03,115.99250030517578,116.364501953125,113.66799926757812,114.56400299072266,114.56400299072266,25052000,114.65700225830078,-3.1819992065429688,negative
2022-06-06,116.74250030517578,119.39849853515625,116.5282974243164,117.010498046875,117.010498046875,23786000,115.49930114746094,2.4464950561523438,low
2022-06-07,115.64800262451172,117.74864959716797,115.12550354003906,117.22949981689453,117.22949981689453,26414000,116.1374008178711,0.21900177001953125,low
2022-06-08,116.87650299072266,118.64600372314453,116.69674682617188,117.23799896240234,117.23799896240234,22544000,116.75760040283203,0.0084991455078125,low
2022-06-09,116.34149932861328,118.3499984741211,114.86699676513672,114.91799926757812,114.91799926757812,23142000,116.19199981689454,-2.3199996948242188,negative
2022-06-10,112.78125,113.49700164794922,110.86100006103516,111.42749786376953,111.42749786376953,31324000,115.5646987915039,-3.4905014038085938,negative
2022-06-13,107.44599914550781,109.21849822998047,106.58805084228516,106.87650299072266,106.87650299072266,36756000,113.53789978027343,-4.550994873046875,negative
2022-06-14,106.88999938964844,108.4574966430664,106.35199737548828,107.19400024414062,107.19400024414062,25480000,111.53079986572266,0.31749725341796875,low
2022-06-15,108.89949798583984,112.06300354003906,108.1187515258789,110.3905029296875,110.3905029296875,33192000,110.16130065917969,3.196502685546875,moderate
2022-06-16,108.14949798583984,109.29049682617188,105.7925033569336,106.63600158691406,106.63600158691406,35314000,108.50490112304688,-3.7545013427734375,negative
2022-06-17,106.53500366210938,109.24949645996094,105.62854766845703,107.8655014038086,107.8655014038086,43516000,107.7925018310547,1.2294998168945312,low
2022-06-21,109.7020034790039,112.6729965209961,109.29350280761719,112.01499938964844,112.01499938964844,39010000,108.82020111083985,4.149497985839844,moderate
2022-06-22,111.16300201416016,113.76950073242188,110.72429656982422,112.03399658203125,112.03399658203125,23922000,109.78820037841797,0.0189971923828125,low
2022-06-23,112.94999694824219,113.19650268554688,111.02899932861328,112.68450164794922,112.68450164794922,24710000,110.24700012207032,0.6505050659179688,low
2022-06-24,113.60299682617188,118.63749694824219,113.60299682617188,118.53800201416016,118.53800201416016,39122000,112.62740020751953,5.8535003662109375,high
2022-06-27,118.93499755859375,119.25,116.00074768066406,116.62249755859375,116.62249755859375,32840000,114.37879943847656,-1.9155044555664062,negative
2022-06-28,116.35099792480469,117.85649871826172,112.44400024414062,112.57150268554688,112.57150268554688,28232000,114.49010009765625,-4.050994873046875,negative
2022-06-29,112.14849853515625,113.66449737548828,111.55400085449219,112.25650024414062,112.25650024414062,18628000,114.53460083007812,-0.31500244140625,negative
2022-06-30,110.49949645996094,111.32980346679688,107.30999755859375,109.37249755859375,109.37249755859375,38046000,113.87220001220703,-2.884002685546875,negative
2022-07-01,108.33699798583984,109.80635070800781,107.1050033569336,109.08100128173828,109.08100128173828,31028000,111.98079986572266,-0.29149627685546875,negative
2022-07-05,107.5145034790039,114.05259704589844,106.24949645996094,113.88700103759766,113.88700103759766,36398000,111.43370056152344,4.805999755859375,moderate
2022-07-06,114.09200286865234,116.35199737548828,112.25050354003906,115.2135009765625,115.2135009765625,28852000,111.96210021972657,1.3264999389648438,low
2022-07-07,116.00800323486328,119.86199951171875,115.53399658203125,119.30599975585938,119.30599975585938,32184000,113.37200012207032,4.092498779296875,moderate
2022-07-08,117.55000305175781,120.43499755859375,117.51399993896484,120.16850280761719,120.16850280761719,29082000,115.531201171875,0.8625030517578125,low
2022-07-11,118.6500015258789,118.79450225830078,116.2344970703125,116.52249908447266,116.52249908447266,26718000,117.01950073242188,-3.6460037231445312,negative
2022-07-12,116.8385009765625,117.84950256347656,114.61499786376953,114.84950256347656,114.84950256347656,24970000,117.21200103759766,-1.6729965209960938,negative
2022-07-13,112.63899993896484,115.15699768066406,111.822998046875,112.18699645996094,112.18699645996094,38958000,116.60670013427735,-2.662506103515625,negative
2022-07-14,110.82599639892578,111.98750305175781,109.32550048828125,111.44000244140625,111.44000244140625,32366000,115.03350067138672,-0.7469940185546875,negative
2022-07-15,112.96299743652344,114.00050354003906,111.82250213623047,112.76699829101562,112.76699829101562,34330000,113.5531997680664,1.326995849609375,low
2022-07-18,113.44000244140625,114.80000305175781,109.30000305175781,109.91000366210938,109.91000366210938,33354000,112.23070068359375,-2.85699462890625,negative
2022-07-19,111.7300033569336,114.80999755859375,110.5,114.62000274658203,114.62000274658203,30992300,112.18480072021484,4.709999084472656,moderate
2022-07-20,114.05999755859375,116.33000183105469,113.26000213623047,114.69999694824219,114.69999694824219,26780100,112.6874008178711,0.07999420166015625,low
2022-07-21,115.08999633789062,115.20999908447266,111.91000366210938,115.04000091552734,115.04000091552734,27267800,113.40740051269532,0.34000396728515625,low
2022-07-22,111.80999755859375,113.18000030517578,107.5999984741211,108.36000061035156,108.36000061035156,44455300,112.5260009765625,-6.680000305175781,negative
2022-07-25,108.87999725341797,110.58000183105469,107.01000213623047,108.20999908447266,108.20999908447266,28289900,112.18600006103516,-0.15000152587890625,negative
2022-07-26,107.43000030517578,107.73999786376953,104.76000213623047,105.44000244140625,105.44000244140625,36626600,110.35,-2.7699966430664062,negative
2022-07-27,109.5999984741211,114.4000015258789,108.41999816894531,113.5999984741211,113.5999984741211,41474600,110.13000030517578,8.159996032714844,high
2022-07-28,112.80000305175781,114.69999694824219,111.85099792480469,114.58999633789062,114.58999633789062,23303800,110.03999938964844,0.9899978637695312,low
2022-07-29,113.4000015258789,116.9000015258789,113.2300033569336,116.63999938964844,116.63999938964844,31336200,111.69599914550781,2.0500030517578125,low
2022-08-01,115.52999877929688,117.12000274658203,114.69000244140625,115.4800033569336,115.4800033569336,22856200,113.15,-1.1599960327148438,negative
2022-08-02,114.43000030517578,117.08000183105469,114.26000213623047,115.9000015258789,115.9000015258789,17911000,115.24199981689453,0.4199981689453125,low
2022-08-03,116.33999633789062,119.41999816894531,116.1500015258789,118.77999877929688,118.77999877929688,25302800,116.27799987792969,2.8799972534179688,low
2022-08-04,118.30000305175781,119.5,117.70999908447266,118.87000274658203,118.87000274658203,15757700,117.13400115966797,0.09000396728515625,low
2022-08-05,116.93000030517578,118.86000061035156,116.70999908447266,118.22000122070312,118.22000122070312,15615700,117.4500015258789,-0.6500015258789062,negative
2022-08-08,119.12000274658203,120.86000061035156,117.83000183105469,118.13999938964844,118.13999938964844,17061100,117.98200073242188,-0.0800018310546875,negative
2022-08-09,117.98999786376953,118.19999694824219,116.55999755859375,117.5,117.5,15424300,118.3020004272461,-0.6399993896484375,negative
2022-08-10,119.58999633789062,121.77999877929688,119.36000061035156,120.6500015258789,120.6500015258789,20497000,118.6760009765625,3.1500015258789062,moderate
2022-08-11,122.08000183105469,122.33999633789062,119.55000305175781,119.81999969482422,119.81999969482422,16671600,118.86600036621094,-0.8300018310546875,negative
2022-08-12,121.16000366210938,122.6500015258789,120.4000015258789,122.6500015258789,122.6500015258789,16121100,119.75200042724609,2.8300018310546875,low
2022-08-15,122.20999908447266,123.26000213623047,121.56999969482422,122.87999725341797,122.87999725341797,15525000,120.7,0.2299957275390625,low
2022-08-16,122.31999969482422,123.22799682617188,121.53500366210938,122.51000213623047,122.51000213623047,15626200,121.70200042724609,-0.3699951171875,negative
2022-08-17,120.93000030517578,122.1500015258789,120.19999694824219,120.31999969482422,120.31999969482422,17589200,121.63600006103516,-2.19000244140625,negative
2022-08-18,120.2300033569336,121.69000244140625,119.55000305175781,120.86000061035156,120.86000061035156,15652000,121.84400024414063,0.5400009155273438,low
2022-08-19,119.87000274658203,120.0,117.66999816894531,118.12000274658203,118.12000274658203,20187000,120.93800048828125,-2.7399978637695312,negative
2022-08-22,116.0999984741211,116.5,114.66999816894531,115.06999969482422,115.06999969482422,19316000,119.3760009765625,-3.0500030517578125,negative
2022-08-23,114.31999969482422,115.93000030517578,114.30000305175781,114.7699966430664,114.7699966430664,14390700,117.82799987792968,-0.3000030517578125,negative
2022-08-24,114.44999694824219,115.71700286865234,113.77999877929688,114.69999694824219,114.69999694824219,16051200,116.70399932861328,-0.06999969482421875,negative
2022-08-25,115.1500015258789,117.77999877929688,115.05000305175781,117.69999694824219,117.69999694824219,14874700,116.0719985961914,3.0,low
2022-08-26,115.80999755859375,116.5999984741211,111.22000122070312,111.30000305175781,111.30000305175781,31698700,114.70799865722657,-6.399993896484375,negative
2022-08-29,110.77999877929688,111.95999908447266,109.80999755859375,110.33999633789062,110.33999633789062,20386100,113.76199798583984,-0.9600067138671875,negative
2022-08-30,111.02999877929688,111.37000274658203,108.80000305175781,109.91000366210938,109.91000366210938,20548200,112.78999938964844,-0.42999267578125,negative
2022-08-31,111.62999725341797,111.7699966430664,109.05000305175781,109.1500015258789,109.1500015258789,25898000,111.68000030517578,-0.7600021362304688,negative
2022-09-01,109.19999694824219,111.22000122070312,108.19000244140625,110.55000305175781,110.55000305175781,22784400,110.2500015258789,1.4000015258789062,low
2022-09-02,111.33999633789062,111.67500305175781,108.12999725341797,108.68000030517578,108.68000030517578,20618100,109.7260009765625,-1.8700027465820312,negative
2022-09-06,108.13500213623047,108.87999725341797,106.51000213623047,107.4800033569336,107.4800033569336,20565100,109.1540023803711,-1.1999969482421875,negative
2022-09-07,107.76000213623047,110.98999786376953,107.61499786376953,110.4800033569336,110.4800033569336,22987200,109.26800231933593,3.0,low
2022-09-08,109.18000030517578,110.58000183105469,108.05999755859375,109.41999816894531,109.41999816894531,21660700,109.32200164794922,-1.0600051879882812,negative
2022-09-09,110.05000305175781,112.0,110.0,111.77999877929688,111.77999877929688,21732900,109.56800079345703,2.3600006103515625,low
2022-09-12,111.98999786376953,112.63999938964844,110.93000030517578,111.87000274658203,111.87000274658203,19732900,110.20600128173828,0.09000396728515625,low
2022-09-13,108.88999938964844,109.37000274658203,105.0,105.30999755859375,105.30999755859375,33015000,109.77200012207031,-6.560005187988281,negative
2022-09-14,105.44000244140625,106.0999984741211,104.5,105.87000274658203,105.87000274658203,22115800,108.85,0.5600051879882812,low
2022-09-15,105.01000213623047,106.20999908447266,103.30999755859375,103.9000015258789,103.9000015258789,26494900,107.74600067138672,-1.970001220703125,negative
2022-09-16,102.97000122070312,104.02999877929688,101.8550033569336,103.62999725341797,103.62999725341797,64540100,106.11600036621094,-0.2700042724609375,negative
2022-09-19,102.54000091552734,104.0199966430664,102.37000274658203,103.8499984741211,103.8499984741211,19738600,104.51199951171876,0.220001220703125,low
2022-09-20,102.87999725341797,103.16999816894531,101.12000274658203,101.83000183105469,101.83000183105469,24001700,103.81600036621094,-2.0199966430664062,negative
2022-09-21,102.23999786376953,103.48999786376953,99.98999786376953,100.01000213623047,100.01000213623047,26596800,102.64400024414063,-1.8199996948242188,negative
2022-09-22,99.44999694824219,101.68000030517578,99.41000366210938,100.56999969482422,100.56999969482422,21272700,101.97799987792969,0.55999755859375,low
2022-09-23,100.05999755859375,100.11000061035156,98.01000213623047,99.16999816894531,99.16999816894531,25657000,101.08600006103515,-1.4000015258789062,negative
2022-09-26,98.61000061035156,100.44000244140625,98.37999725341797,98.80999755859375,98.80999755859375,22437900,100.07799987792968,-0.3600006103515625,negative
2022-09-27,99.91000366210938,100.45999908447266,97.33999633789062,98.08999633789062,98.08999633789062,24225000,99.32999877929687,-0.720001220703125,negative
2022-09-28,98.0199966430664,101.4000015258789,97.80000305175781,100.73999786376953,100.73999786376953,24617000,99.47599792480469,2.6500015258789062,low
2022-09-29,99.30000305175781,99.30000305175781,96.5199966430664,98.08999633789062,98.08999633789062,21921500,98.97999725341796,-2.6500015258789062,negative
2022-09-30,97.7300033569336,99.49400329589844,96.02999877929688,96.1500015258789,96.1500015258789,26277800,98.3759979248047,-1.9399948120117188,negative
2022-10-03,97.22000122070312,99.97000122070312,97.0199966430664,99.30000305175781,99.30000305175781,24840000,98.4739990234375,3.1500015258789062,moderate
2022-10-04,101.04000091552734,102.72000122070312,101.04000091552734,102.41000366210938,102.41000366210938,22580900,99.33800048828125,3.1100006103515625,moderate
2022-10-05,100.69000244140625,102.73999786376953,99.73999786376953,102.22000122070312,102.22000122070312,18475500,99.63400115966797,-0.19000244140625,negative
2022-10-06,101.5,103.7300033569336,101.5,102.23999786376953,102.23999786376953,17156200,100.46400146484375,0.01999664306640625,low
2022-10-07,100.6500015258789,101.41999816894531,99.20999908447266,99.56999969482422,99.56999969482422,24249900,101.14800109863282,-2.6699981689453125,negative
2022-10-10,99.8499984741211,99.98999786376953,97.87000274658203,98.70999908447266,98.70999908447266,16529900,101.03000030517578,-0.8600006103515625,negative
2022-10-11,98.25,100.12000274658203,97.25,98.05000305175781,98.05000305175781,21617700,100.15800018310547,-0.6599960327148438,negative
2022-10-12,98.2699966430664,99.64800262451172,97.66999816894531,98.30000305175781,98.30000305175781,17343400,99.3740005493164,0.25,low
2022-10-13,95.93000030517578,100.52999877929688,95.2699966430664,99.70999908447266,99.70999908447266,32812200,98.86800079345703,1.4099960327148438,low
2022-10-14,100.625,101.29000091552734,97.02999877929688,97.18000030517578,97.18000030517578,22624800,98.39000091552734,-2.529998779296875,negative
2022-10-17,99.5199966430664,101.7699966430664,99.51000213623047,100.77999877929688,100.77999877929688,23311600,98.80400085449219,3.5999984741210938,moderate
2022-10-18,103.94000244140625,104.22000122070312,100.6500015258789,101.38999938964844,101.38999938964844,21610500,99.47200012207031,0.6100006103515625,low
2022-10-19,100.69999694824219,101.65899658203125,99.63500213623047,100.29000091552734,100.29000091552734,21573700,99.86999969482422,-1.0999984741210938,negative
2022-10-20,100.81999969482422,103.0,99.97000122070312,100.52999877929688,100.52999877929688,25125100,100.03399963378907,0.23999786376953125,low
2022-10-21,98.45999908447266,101.62000274658203,98.2300033569336,101.4800033569336,101.4800033569336,28988700,100.89400024414063,0.9500045776367188,low
2022-10-24,102.08999633789062,103.0999984741211,100.30000305175781,102.97000122070312,102.97000122070312,24680800,101.33200073242188,1.4899978637695312,low
2022-10-25,103.30000305175781,105.0999984741211,103.0199966430664,104.93000030517578,104.93000030517578,29910200,102.04000091552734,1.9599990844726562,low
2022-10-26,96.76000213623047,98.54000091552734,94.56999969482422,94.81999969482422,94.81999969482422,71504300,100.94600067138671,-10.110000610351562,negative
